MYEAR	SDATE	STIME	SHIPC	SHARKID_MD5	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	MNDEP	MXDEP	BQIm	Q_BQIm
2016	2016-05-20		77FY	3dca68e1aa452955d698e2292709e583	MYS 7	58.94268	18.03963	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	32	32	0.396225	
2016	2016-05-20		77FY	aab1504560ee4a4e8a80e7a23e8ada7a	MYS 93	59.03498	18.28333	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	45	45	6.15549	
2016	2016-05-20		77FY	41b3e7654be6897c380bfe9859ac6fa3	MYS 94	58.88332	18.05003	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	39	39	7.13184	
2016	2016-05-20		77FY	b4ac4096b27eded905b3fd3652aa1458	MYS 95	58.89998	18.01670	585797-181090	Mysingen	V Gotlandshavet	Norra Östersjöns vattendistrikt	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	2 - Havsområde innanför 1 NM	56	56	10.4435	
2016	2016-05-20		77SK	aa7f293238815798a67c01af24dc53f4	SK24	58.33917	11.35717	580500-111801	M Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	29	29	10.3459	
2016	2016-05-20		77SK	a0a2371f4e0841bc7e8ee80355da089a	SK5	58.26350	11.47750	581700-113000	Gullmarn centralbassäng	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	34	34	11.9595	
2016	2016-05-19		77FY	2bb6b718e1f213cc4ae88d342dac99d1	3121	57.66618	18.90152	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	24	24	3.07105	
2016	2016-05-19			a42978ea673f2ca7683735f3db4c7d07	HANO12	55.70084	14.23328	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	16.4	16.4	2.03786	
2016	2016-05-19			ad93823f1a911cbebfb4af37e18c2013	HANO4	55.59667	14.34687	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	20.5	20.5	6.81464	
2016	2016-05-19			de235f21186cac95c9fb6b837a0736c5	HANO5	55.63087	14.29083	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	13.5	13.5	5.06061	
2016	2016-05-19			50fc532cc402d98f34fc51e3bab5be2c	HANO8	55.66015	14.31268	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	23.5	23.5	4.09349	
2016	2016-05-19			5f9776a8b9381c20971b846b5f80591d	HANO9	55.67391	14.27981	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	16.2	16.2	5.34934	
2016	2016-05-19		77SK	2d8c9ae8c54b81893c4c25a0b1a4d20e	Kalvö	58.75000	11.06833	584200-105901	M n Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	55	55	14.2916	
2016	2016-05-19		77SK	cdd83a95decf2bca513fb95c0be6ff2d	Kalvö	58.75000	11.06833	584200-105901	M n Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	55	55	13.1042	
2016	2016-05-19			0e2e3bdb1a811a00406425a39bc7c5f3	N 10	63.49115	19.77293	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	21.6	21.6	3.52872	
2016	2016-05-19			147c7f03151739844845eae4dbe47400	N 11	63.48987	19.80368	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	23.6	23.6	3.22329	
2016	2016-05-19			ba06abfe80c130eaaa1d7550ac4247ca	N 6	63.50643	19.76130	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	17.4	17.4	4.01028	
2016	2016-05-19			b5d8e2051742be234f97c95b32a34d79	N 7	63.48442	19.78103	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	3.53575	
2016	2016-05-19			1406a58dc4542d6c0c3827123ef2ab21	NB 5	63.52320	19.77002	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	17.7	17.7	3.66823	
2016	2016-05-19			ee5af158d1860160b23806aedb05ffed	NB 7	63.50553	19.84578	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	21.2	21.2	3.47916	
2016	2016-05-19			c633c710cf3cf07e19a4a7784e6378ed	NB 8	63.48467	19.83075	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	34.3	34.3	2.99863	
2016	2016-05-19		77SK	0b13ce90368f7f007cf07e345559bd24	Ramsö	58.82350	11.08833	585100-110600	S Kosterfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	244	244	13.5465	
2016	2016-05-19		77SK	2b87f4ee6288c7494232d5a8b74e7376	Ramsö	58.82350	11.08833	585100-110600	S Kosterfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	244	244	14.3649	
2016	2016-05-19		77SK	cd8e3b0a651fe883577971228ac6417f	SK16	58.73333	11.16667	584400-116000	n Långebyområdet	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	31.5	31.5	12.3545	
2016	2016-05-19		77FY	b704f55c2e5964f8172340d639d17b34	VÄ28	57.65592	18.88520	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	24.8	24.8	3.59931	
2016	2016-05-19		77FY	99eb43dfa5005c449a49fa49d43c06c0	VÄ2b	57.70358	18.82397	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	8.7	8.7	6.23356	
2016	2016-05-19		77FY	d7d4aa57ee84b66d8dd665e52c7d31eb	VÄ5	57.71322	18.80985	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	7	7	4.94216	
2016	2016-05-19		77FY	d3436c4c9df757dc1f6f7024c3454e01	VÄ6 SLITE	57.68533	18.91103	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	23	23	4.74876	
2016	2016-05-19		77FY	ede0eaf159e818c10798d4c6cf6bb83f	VÄ7	57.70950	18.96380	574170-190001	Ö Gotlands n kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	21	21	5.70178	
2016	2016-05-18		77FY	29b244ccf5beccfee384162eaf814a29	3125 LAUSVIKEN	57.30697	18.75508	571000-184001	Ö Gotlands s kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	11.5	11.5	5.77417	
2016	2016-05-18		77FY	8dbec1beb0fff5faab20fbcfb7f8bcf3	GO 6	57.30927	18.79068	571000-184001	Ö Gotlands s kustvatten	Ö Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	16	16	5.30362	
2016	2016-05-18			1b75894fe74a633b50dab35c299796ca	HANO17	55.77433	14.22189	554800-142001	V Hanöbuktens kustvatten	Bornholmshavet och Hanöbukten	Södra Östersjöns vattendistrikt	07 - Skånes kustvatten	2 - Havsområde innanför 1 NM	20.3	20.3	4.19732	
2016	2016-05-18		77SK	b0778f71560a3aad7b310bc0bb08f28e	LÅNGEBÅDAN	58.70083	11.18033	584200-105901	M n Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	42.5	42.5	12.7678	
2016	2016-05-18			35ad46f7ab7cb8927a939cf9df6cf855	N 8	63.52468	19.80048	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	4.35162	
2016	2016-05-18			e96571d6ef05fd7fb88ae7c8aa78bc55	NB 1	63.50813	19.79672	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	25.4	25.4	3.51066	
2016	2016-05-18			403cc96b2f2a5b35d487d1dcc0b77cfb	NB 3	63.54762	19.83908	633000-195000	Örefjärden	N Kvarken	Bottenvikens vattendistrikt	20 - Norra Kvarkens inre kustvatten	2 - Havsområde innanför 1 NM	12.4	12.4	6.15288	
2016	2016-05-18		77SK	98a98f7ddd466353c5a95b5858ce2ad9	SK21	58.38167	11.15333	582700-110451	Sotefjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	49	49	10.6183	
2016	2016-05-18		77SK	e44d5c0b3feb2ee294cdeeffd2248aa5	SK4	58.61133	11.14117	584200-105901	M n Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	49	49	9.86403	
2016	2016-05-18		77SK	9977f9f0780229eedad94c0dca2c76c4	Vade 3	58.59833	11.22417	583625-111300	Fjällbacka yttre skärgård	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	25	25	9.63219	
2016	2016-05-18		77SK	992cd02b85dca2475f5f009c162c2ebe	Vade 3	58.59833	11.22417	583625-111300	Fjällbacka yttre skärgård	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	25	25	9.92784	
2016	2016-05-17		77SK	5efdd6ee0683ab000a76a62a943b7dca	ASKERÖFJ	58.11700	11.83137	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	26	26	13.1873	
2016	2016-05-17		77SK	571b863655c96974669065199eccac28	ASKERÖFJ	58.11700	11.83137	580688-114860	Halsefjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	26	26	12.5306	
2016	2016-05-17		77SK	06ddf900258d5673b548ecbcc9fea4af	Havstenfj. Nord	58.31583	11.79150	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	32	32	3.77537	
2016	2016-05-17		77SK	bc40a41ec0aee304adcc02b843762ba9	Havstenfj. Nord	58.31583	11.79150	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	32	32	2.95493	
2016	2016-05-17		77SK	e8ab1d853173b84e47a874a55c6a85ba	Havstenfj Syd	58.20617	11.85150	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	26	26	9.38165	
2016	2016-05-17		77SK	518fef5908bc08607012f05f2c600f54	Havstenfj Syd	58.20617	11.85150	581740-114820	Havstensfjorden	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	26	26	11.31	
2016	2016-05-17		77SK	97b22c80e80a2f329405a320da5b847a	Koljöfj.	58.24083	11.58517	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	15	5.87545	
2016	2016-05-17		77SK	d9a48b01438a000f0cb0c1933e7fd43c	Koljöfj.	58.24083	11.58517	581260-113220	Koljö fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	15	15	5.80358	
2016	2016-05-17		77SK	a90051d46d9228a1712a3878b0690f6f	Stigfj	58.07167	11.57850	580325-113500	Stigfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	18	18	7.3878	
2016	2016-05-17		77SK	37352e98bcfa7cb99894b2cc3d5b7569	Stigfj	58.07167	11.57850	580325-113500	Stigfjorden	Skagerrak	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	18	18	5.29724	
2016	2016-05-16		77SK	97a6453354e98f94fb87828317c4021e	DANAFJORD	57.67000	11.69000	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	26.5	26.5	12.6099	
2016	2016-05-16		77SK	7d2f0e04f81065abc598f443a80d95aa	HAKEFJ	57.95967	11.71500	575700-114240	Hake fjord	Skagerrak	Västerhavets vattendistrikt	02 - Västkustens fjordar	2 - Havsområde innanför 1 NM	41	41	10.412	
2016	2016-05-16		77SK	8fe686557c919f42ef6a94a446d460d8	LEKSKÄR	57.83333	11.50000	574931-113131	Göteborgs n n skärgårds kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	41	41	9.46956	
2016	2016-05-16		77SK	28d592afec235f399e2735ce39cc8733	MARSTRANDFJ	57.89833	11.52750	575340-113000	Marstrandsfjorden	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	38	38	9.42093	
2016	2016-05-16		77SK	e4a805e7ec214e562f0842e095a08b3f	SK33	57.75000	11.51667	574160-113351	Göteborgs n skärgårds kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	43	43	8.1575	
2016	2016-05-16		77SK	69763c9011e65d3347c4bf726081d223	SK35	57.60917	11.62500	573300-113801	Göteborgs s skärgårds kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	59	59	9.53449	
2016	2016-05-13		77FY	4683aba1683e7b0143454ea489f399d5	4005	57.31688	18.09550	572000-180001	V Gotlands m kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	11 - Gotlands nordvästra kustvatten	2 - Havsområde innanför 1 NM	20.5	20.5	5.14519	
2016	2016-05-13		77SK	886a26781b64aa9337d351c860f71681	Askimfj	57.56908	11.85117	573500-115150	Askims fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	18	18	10.338	
2016	2016-05-13		77SK	3da3067c4dd944b81d404b2b60de8b86	Askimfj	57.56908	11.85117	573500-115150	Askims fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	18	18	9.79718	
2016	2016-05-13		77SK	8f985d91caeb9a991d713429692a99c3	Brännö	57.65517	11.75183	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	26	26	9.3359	
2016	2016-05-13		77SK	28922c8f736d27f7916d41a94fbb1844	Brännö	57.65517	11.75183	574000-114230	Dana fjord	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	26	26	9.22927	
2016	2016-05-13		77FY	183aff527a26baeebbcec9f54e93e471	KL10	57.36607	18.14407	572000-180001	V Gotlands m kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	11 - Gotlands nordvästra kustvatten	2 - Havsområde innanför 1 NM	13.8	13.8	5.9955	
2016	2016-05-13		77FY	7f39523d630329b338bc78a1329fbaa7	KL12 KLINTEHAMN	57.39993	18.13133	572350-180930	Klintehamnsviken sek namn	V Gotlandshavet	Södra Östersjöns vattendistrikt	10 - Ölands och Gotlands kustvatten	2 - Havsområde innanför 1 NM	11	11	5.63802	
2016	2016-05-13		77FY	83bdab61fe472a1978e5412f332b9cb8	KL1c	57.31110	18.11887	572000-180001	V Gotlands m kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	11 - Gotlands nordvästra kustvatten	2 - Havsområde innanför 1 NM	11	11	5.46494	
2016	2016-05-13		77FY	512b16a4a08cbcd4a0249e5ad722cd92	KL4	57.34723	18.11087	572000-180001	V Gotlands m kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	11 - Gotlands nordvästra kustvatten	2 - Havsområde innanför 1 NM	19.5	19.5	6.23405	
2016	2016-05-13		77FY	6272c13140bf5a467add0978a1977af7	KL7	57.32318	18.10993	572000-180001	V Gotlands m kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	11 - Gotlands nordvästra kustvatten	2 - Havsområde innanför 1 NM	18	18	5.33595	
2016	2016-05-12		77FY	266c36cd5f68277d8d6af152fd9d175d	4009	58.56157	17.36835	583121-171401	Bråvikens kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	28	28	4.23991	
2016	2016-05-12		77FY	6c228d39a9fa8b1fefd71e15a4cf1272	HK 15b	58.54895	17.29020	583121-171401	Bråvikens kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	28.5	28.5	5.05925	
2016	2016-05-12		77FY	a0981368b8598585bd76558d02f8ba34	HK 7	58.53097	17.22190	583121-171401	Bråvikens kustvatten	V Gotlandshavet	Södra Östersjöns vattendistrikt	14 - Östergötlands yttre kustvatten	2 - Havsområde innanför 1 NM	46	46	6.49353	
2016	2016-05-12		77SK	2d9ec420fee332c13cfb5bb58ed6f088	SK36	57.50500	11.80417	572540-114801	Onsala kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	28	28	12.1964	
2016	2016-05-09		77SK	e185e36be641ced65d0bfede02cd664a	SK26	58.24000	11.25000	580500-111801	M Bohusläns skärgårds kustvatten	Skagerrak	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	2 - Havsområde innanför 1 NM	49.5	49.5	13.1049	
